Model_name	Symbol	Full Name	Short_description	sample_1	sample_2	value_1	value_2	log2(fold_change)	q_value
AT3G24310.1	ATMYB71	MYB DOMAIN PROTEIN 71	myb domain protein 305	GFP-BRC1	brc1 k.o.	1.2895	0.392629	-1.71558	0.000421383
AT1G72720.1			Protein of unknown function (DUF3511)	GFP-BRC1	brc1 k.o.	10.436	3.20687	-1.70233	0.000421383
AT5G46240.1	KAT1	potassium channel in Arabidopsis thaliana 1	potassium channel in Arabidopsis thaliana 1	GFP-BRC1	brc1 k.o.	24.1474	7.43305	-1.69984	0.000421383
AT4G13230.1			Late embryogenesis abundant protein (LEA) family protein	GFP-BRC1	brc1 k.o.	2.29975	0.710783	-1.69399	0.00214461
AT2G45685.1			other RNA	GFP-BRC1	brc1 k.o.	14.8124	4.60699	-1.68491	0.000421383
AT5G53870.1	AtENODL1		early nodulin-like protein 1	GFP-BRC1	brc1 k.o.	3.32715	1.04064	-1.67682	0.000421383
AT5G01320.1			Thiamine pyrophosphate dependent pyruvate decarboxylase family protein	GFP-BRC1	brc1 k.o.	0.907662	0.284984	-1.67127	0.00306362
AT5G54300.1			Protein of unknown function (DUF761)	GFP-BRC1	brc1 k.o.	13.7916	4.3358	-1.66942	0.000421383
AT4G32870.1			Polyketide cyclase/dehydrase and lipid transport superfamily protein	GFP-BRC1	brc1 k.o.	43.6488	13.8086	-1.66037	0.000421383
AT1G70000.2			myb-like transcription factor family protein	GFP-BRC1	brc1 k.o.	8.21414	2.606185	-1.656170039	0.000421383
AT3G02410.1	ICME-LIKE2	Isoprenylcysteine methylesterase-like 2	alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	0.649892	0.20646	-1.65434	0.0112787
AT3G48520.1	CYP94B3	cytochrome P450, family 94, subfamily B, polypeptide 3	cytochrome P450, family 94, subfamily B, polypeptide 3	GFP-BRC1	brc1 k.o.	3.53653	1.1235	-1.65433	0.000421383
AT4G15975.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	11.7626	3.7402	-1.65302	0.000421383
AT1G68350.1				GFP-BRC1	brc1 k.o.	4.14742	1.31944	-1.65228	0.000421383
AT3G12145.1	FLOR1		Leucine-rich repeat (LRR) family protein	GFP-BRC1	brc1 k.o.	36.5615	11.6766	-1.6467	0.000421383
AT2G43745.1			BEST Arabidopsis thaliana protein match is	GFP-BRC1	brc1 k.o.	1.54657	0.495835	-1.64114	0.00827891
AT5G66800.1				GFP-BRC1	brc1 k.o.	16.3682	5.25176	-1.64002	0.000421383
AT4G24860.1			P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	1.1050365	0.3548525	-1.638802648	0.000421383
AT2G37060.3	NF-YB8	nuclear factor Y, subunit B8	nuclear factor Y, subunit B8	GFP-BRC1	brc1 k.o.	15.14883333	4.885286667	-1.632691564	0.000421383
AT3G05890.1	RCI2B	RARE-COLD-INDUCIBLE 2B	Low temperature and salt responsive protein family	GFP-BRC1	brc1 k.o.	641.022	206.866	-1.63168	0.000421383
AT5G52260.1	AtMYB19	myb domain protein 19	myb domain protein 19	GFP-BRC1	brc1 k.o.	1.58021	0.512249	-1.6252	0.00115255
AT5G63180.1			Pectin lyase-like superfamily protein	GFP-BRC1	brc1 k.o.	76.2306	24.8072	-1.61961	0.000421383
AT2G27360.1			GDSL-like Lipase/Acylhydrolase superfamily protein	GFP-BRC1	brc1 k.o.	35.8664	11.6791	-1.61871	0.000421383
AT5G15850.1	ATCOL1		CONSTANS-like 1	GFP-BRC1	brc1 k.o.	5.88084	1.91608	-1.61786	0.000421383
AT5G47550.1			Cystatin/monellin superfamily protein	GFP-BRC1	brc1 k.o.	100.548	32.7822	-1.6169	0.000421383
AT4G06744.1			Leucine-rich repeat (LRR) family protein	GFP-BRC1	brc1 k.o.	51.5105	16.8672	-1.61064	0.000421383
AT1G55265.1			Protein of unknown function, DUF538	GFP-BRC1	brc1 k.o.	44.4222	14.5982	-1.60549	0.000421383
AT4G17680.2			SBP (S-ribonuclease binding protein) family protein	GFP-BRC1	brc1 k.o.	11.8411	3.89732	-1.603248811	0.000421383
AT4G25000.1	AMY1	alpha-amylase-like	alpha-amylase-like	GFP-BRC1	brc1 k.o.	0.921749	0.304135	-1.59966	0.000800238
AT2G31083.1	AtCLE5		CLAVATA3/ESR-RELATED 5	GFP-BRC1	brc1 k.o.	2.34451	0.776501	-1.59422	0.00560331
AT5G24600.1			Protein of unknown function, DUF599	GFP-BRC1	brc1 k.o.	2.08846	0.6941865	-1.589044298	0.000421383
AT2G29090.2	CYP707A2	cytochrome P450, family 707, subfamily A, polypeptide 2	cytochrome P450, family 707, subfamily A, polypeptide 2	GFP-BRC1	brc1 k.o.	4.9574	1.6516	-1.585719347	0.000421383
AT1G07175.1				GFP-BRC1	brc1 k.o.	19.0036	6.33259	-1.58541	0.000800238
AT2G20825.1	ULT2	ULTRAPETALA 2	Developmental regulator, ULTRAPETALA	GFP-BRC1	brc1 k.o.	2.61752	0.878326	-1.57537	0.000421383
AT4G34380.1			Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	0.7738	0.260466	-1.57087	0.00149465
AT3G10420.1	SPD1	SEEDLING PLASTID DEVELOPMENT 1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	12.9547	4.374355	-1.566333395	0.000421383
AT3G21890.1	BBX31	B-box domain protein 31	B-box type zinc finger family protein	GFP-BRC1	brc1 k.o.	2.44058	0.826731	-1.56174	0.00978178
AT5G11110.1	ATSPS2F	sucrose phosphate synthase 2F	sucrose phosphate synthase 2F	GFP-BRC1	brc1 k.o.	18.9371	6.42651	-1.55911	0.000421383
AT5G66460.1	AtMAN7		Glycosyl hydrolase superfamily protein	GFP-BRC1	brc1 k.o.	18.9928	6.44586	-1.55901	0.000421383
AT4G38400.1	ATEXLA2	expansin-like A2	expansin-like A2	GFP-BRC1	brc1 k.o.	32.8865	11.1638	-1.55866	0.000421383
AT4G12130.1			Glycine cleavage T-protein family	GFP-BRC1	brc1 k.o.	23.463	7.96549	-1.55855	0.000421383
AT1G80120.1			Protein of unknown function (DUF567)	GFP-BRC1	brc1 k.o.	18.6529	6.3729	-1.54938	0.000421383
AT4G12000.1			SNARE associated Golgi protein family	GFP-BRC1	brc1 k.o.	9.0829	3.10702	-1.54762	0.000421383
AT1G64740.1	TUA1	alpha-1 tubulin	alpha-1 tubulin	GFP-BRC1	brc1 k.o.	44.3354	15.2168	-1.54279	0.000421383
AT2G24160.1				GFP-BRC1	brc1 k.o.	2.53958	0.871843	-1.54245	0.000421383
AT3G54390.1			sequence-specific DNA binding transcription factors	GFP-BRC1	brc1 k.o.	20.8466	7.15897	-1.54199	0.000421383
AT3G14870.3			Plant protein of unknown function (DUF641)	GFP-BRC1	brc1 k.o.	8.180753333	2.809543333	-1.541898049	0.000421383
AT3G53232.1	DVL20	DEVIL 20	ROTUNDIFOLIA like 1	GFP-BRC1	brc1 k.o.	6.80083	2.35977	-1.52706	0.000421383
AT2G43840.2	UGT74F1	UDP-glycosyltransferase 74 F1	UDP-glycosyltransferase 74 F1	GFP-BRC1	brc1 k.o.	5.421025	1.884425	-1.524441283	0.000421383
AT3G57540.1			Remorin family protein	GFP-BRC1	brc1 k.o.	5.67168	1.98616	-1.51379	0.000421383
AT1G75450.1	ATCKX5	ARABIDOPSIS THALIANA CYTOKININ OXIDASE 5	cytokinin oxidase 5	GFP-BRC1	brc1 k.o.	4.22982	1.482437	-1.512625476	0.000421383
AT3G25020.1	AtRLP42	receptor like protein 42	receptor like protein 42	GFP-BRC1	brc1 k.o.	6.99111	2.45625	-1.50906	0.000421383
AT1G52800.1			2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	GFP-BRC1	brc1 k.o.	1.87672	0.660645	-1.50626	0.000421383
AT5G52310.1	COR78	COLD REGULATED 78	low-temperature-responsive protein 78 (LTI78) / desiccation-responsive protein 29A (RD29A)	GFP-BRC1	brc1 k.o.	244.725	86.186	-1.50564	0.000421383
AT3G10290.1			Nucleotide-sugar transporter family protein	GFP-BRC1	brc1 k.o.	6.24888	2.20194	-1.50482	0.000421383
AT4G09490.1			Polynucleotidyl transferase, ribonuclease H-like superfamily protein	GFP-BRC1	brc1 k.o.	9.22171	3.26564	-1.49767	0.000421383
AT5G48500.1				GFP-BRC1	brc1 k.o.	55.2611	19.587	-1.49637	0.000421383
AT4G13990.1			Exostosin family protein	GFP-BRC1	brc1 k.o.	11.6561	4.1352	-1.49506	0.000421383
AT5G57480.1			P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	30.472	10.8264	-1.49293	0.000421383
AT4G24960.3	ATHVA22D	ARABIDOPSIS THALIANA HVA22 HOMOLOGUE D	HVA22 homologue D	GFP-BRC1	brc1 k.o.	24.30766667	8.647356667	-1.491080313	0.000421383
AT3G61970.1	NGA2	NGATHA2	AP2/B3-like transcriptional factor family protein	GFP-BRC1	brc1 k.o.	7.51457	2.67768	-1.4887	0.000421383
AT4G19820.1			Glycosyl hydrolase family protein with chitinase insertion domain	GFP-BRC1	brc1 k.o.	1.65012	0.589571	-1.48483	0.00115255
AT2G35550.2	ATBPC7	BASIC PENTACYSTEINE 7	basic pentacysteine 7	GFP-BRC1	brc1 k.o.	0.89213	0.319094	-1.48327	0.0369928
AT2G46270.1	GBF3	G-box binding factor 3	G-box binding factor 3	GFP-BRC1	brc1 k.o.	8.63824	3.09258	-1.481926484	0.000421383
AT5G52230.1	MBD13	methyl-CPG-binding domain protein 13	methyl-CPG-binding domain protein 13	GFP-BRC1	brc1 k.o.	4.437915	1.589205	-1.481576798	0.000421383
AT2G37100.1			protamine P1 family protein	GFP-BRC1	brc1 k.o.	9.25263	3.31986	-1.47874	0.000421383
AT4G25490.1	ATCBF1		C-repeat/DRE binding factor 1	GFP-BRC1	brc1 k.o.	2.05509	0.739554	-1.47447	0.000421383
AT1G02030.1			C2H2-like zinc finger protein	GFP-BRC1	brc1 k.o.	2.64753	0.954132	-1.47238	0.000421383
AT4G13250.1	NYC1	NON-YELLOW COLORING 1	NAD(P)-binding Rossmann-fold superfamily protein	GFP-BRC1	brc1 k.o.	59.161	21.39985	-1.467045754	0.000421383
AT4G29760.1				GFP-BRC1	brc1 k.o.	1.07197	0.387806	-1.46686	0.00927865
AT3G09600.2	LCL5	LHY-CCA1-LIKE5	Homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	2.21382	0.802695	-1.463614109	0.000421383
AT2G41660.1	MIZ1	mizu-kussei 1	Protein of unknown function, DUF617	GFP-BRC1	brc1 k.o.	121.084	43.9352	-1.46256	0.000421383
AT5G24850.1	CRY3	cryptochrome 3	cryptochrome 3	GFP-BRC1	brc1 k.o.	39.433	14.3697	-1.45637	0.000421383
AT3G21040.1			transposable element gene	GFP-BRC1	brc1 k.o.	1.41546	0.517403	-1.45191	0.000421383
AT5G66650.1			Protein of unknown function (DUF607)	GFP-BRC1	brc1 k.o.	17.1588	6.28127	-1.44982	0.000421383
AT5G23700.1			unknown protein	GFP-BRC1	brc1 k.o.	3.71474	1.361182	-1.448401259	0.0117399
AT2G46370.3	AtGH3.11		Auxin-responsive GH3 family protein	GFP-BRC1	brc1 k.o.	24.1746	8.878395	-1.445121218	0.000421383
AT1G25422.1				GFP-BRC1	brc1 k.o.	4.02769	1.48162	-1.44277	0.000421383
AT4G02000.1				GFP-BRC1	brc1 k.o.	1.02344	0.378746	-1.43412	0.00588316
AT1G75170.3			Sec14p-like phosphatidylinositol transfer family protein	GFP-BRC1	brc1 k.o.	18.6535	6.916366667	-1.431360092	0.000421383
AT1G48470.1	GLN1		glutamine synthetase 1;5	GFP-BRC1	brc1 k.o.	2.55516	0.947451	-1.43129	0.000421383
AT4G08950.1	EXO	EXORDIUM	Phosphate-responsive 1 family protein	GFP-BRC1	brc1 k.o.	238.155	88.4319	-1.42926	0.000421383
AT3G62260.2			Protein phosphatase 2C family protein	GFP-BRC1	brc1 k.o.	4.83771	1.801005	-1.425522102	0.000421383
AT5G02140.1			Pathogenesis-related thaumatin superfamily protein	GFP-BRC1	brc1 k.o.	2.74253	1.02146	-1.42488	0.000421383
AT5G03495.1			RNA-binding (RRM/RBD/RNP motifs) family protein	GFP-BRC1	brc1 k.o.	4.65993	1.73728	-1.42348	0.000421383
AT3G59120.1			Cysteine/Histidine-rich C1 domain family protein	GFP-BRC1	brc1 k.o.	1.18048	0.440698	-1.42151	0.000421383
AT4G24410.1				GFP-BRC1	brc1 k.o.	18.4433	6.88622	-1.42131	0.00507035
AT5G66600.1			Protein of unknown function, DUF547	GFP-BRC1	brc1 k.o.	1.60269	0.59850125	-1.421069234	0.000421383
AT2G39350.1	ABCG1	ATP-binding cassette G1	ABC-2 type transporter family protein	GFP-BRC1	brc1 k.o.	19.4151	7.27356	-1.41644	0.000421383
AT4G24790.2			AAA-type ATPase family protein	GFP-BRC1	brc1 k.o.	4.504195	1.68958	-1.414604625	0.000421383
AT2G36270.1	ABI5	ABA INSENSITIVE 5	Basic-leucine zipper (bZIP) transcription factor family protein	GFP-BRC1	brc1 k.o.	5.87016	2.20566	-1.41219	0.000421383
AT3G15500.1	ANAC055	NAC domain containing protein 55	NAC domain containing protein 3	GFP-BRC1	brc1 k.o.	6.35952	2.39205	-1.41067	0.000421383
AT1G70630.1	RAY1	REDUCED ARABINOSE YARIV 1	Nucleotide-diphospho-sugar transferase family protein	GFP-BRC1	brc1 k.o.	8.16276	3.07985	-1.4062	0.000421383
AT1G48320.1	DHNAT1	DHNA-CoA thioesterase 1	Thioesterase superfamily protein	GFP-BRC1	brc1 k.o.	45.7762	17.3186	-1.40228	0.000421383
AT3G21420.1	LBO1	LATERAL BRANCHING OXIDOREDUCTASE 1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	GFP-BRC1	brc1 k.o.	15.3733	5.8269	-1.39963	0.000421383
AT5G62670.1	AHA11	H(+)-ATPase 11	H(+)-ATPase 11	GFP-BRC1	brc1 k.o.	45.8912	17.405	-1.39871	0.000421383
AT5G40040.1			60S acidic ribosomal protein family	GFP-BRC1	brc1 k.o.	2.71311	1.02927	-1.39833	0.00534253
AT5G14500.1			aldose 1-epimerase family protein	GFP-BRC1	brc1 k.o.	24.9803	9.49405	-1.3957	0.000421383
AT3G25760.1	AOC1	allene oxide cyclase 1	allene oxide cyclase 1	GFP-BRC1	brc1 k.o.	71.8079	27.3486	-1.39268	0.000421383
AT4G27900.2			CCT motif family protein	GFP-BRC1	brc1 k.o.	24.42225	9.30156	-1.392651519	0.000421383
AT1G75750.1	GASA1	GAST1 protein homolog 1	GAST1 protein homolog 1	GFP-BRC1	brc1 k.o.	411.64	156.8635	-1.391873483	0.000421383
AT3G63010.1	ATGID1B		alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	21.795	8.30924	-1.39121	0.000421383
AT1G78172.1				GFP-BRC1	brc1 k.o.	14.5949	5.57214	-1.38916	0.000800238
AT5G13210.1			Uncharacterised conserved protein UCP015417,  vWA	GFP-BRC1	brc1 k.o.	9.04319	3.45585	-1.38779	0.000421383
AT1G75770.1				GFP-BRC1	brc1 k.o.	11.874	4.54446	-1.38563	0.000421383
AT2G46950.1	CYP709B2	cytochrome P450, family 709, subfamily B, polypeptide 2	cytochrome P450, family 709, subfamily B, polypeptide 2	GFP-BRC1	brc1 k.o.	1.79813	0.689451	-1.38298	0.000421383
AT4G13195.1	CLE44	CLAVATA3/ESR-RELATED 44	CLAVATA3/ESR-RELATED 44	GFP-BRC1	brc1 k.o.	11.9989	4.60153	-1.38272	0.000421383
AT1G13740.1	AFP2	ABI five binding protein 2	ABI five binding protein 2	GFP-BRC1	brc1 k.o.	22.2081	8.5476	-1.37749	0.000421383
AT1G02670.1			P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	3.50975	1.35351	-1.37466	0.000421383
AT1G67710.1	ARR11	response regulator 11	response regulator 11	GFP-BRC1	brc1 k.o.	4.27587	1.64925	-1.37441	0.000421383
AT5G60760.1			P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	8.16456	3.15604	-1.37126	0.000421383
AT2G39240.1			RNA polymerase I specific transcription initiation factor RRN3 protein	GFP-BRC1	brc1 k.o.	1.09485	0.423748	-1.36945	0.000421383
AT5G15845.1			other RNA	GFP-BRC1	brc1 k.o.	2.97913	1.15507	-1.36691	0.000421383
AT1G66350.1	RGL		RGA-like 1	GFP-BRC1	brc1 k.o.	9.22254	3.5793	-1.36549	0.000421383
AT4G17550.1	AtG3Pp4	glycerol-3-phosphate permease 4	Major facilitator superfamily protein	GFP-BRC1	brc1 k.o.	28.4403	11.0787	-1.36015	0.000421383
AT1G24580.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	25.3824	9.9116	-1.35664	0.000421383
AT5G53700.1			RNA-binding (RRM/RBD/RNP motifs) family protein	GFP-BRC1	brc1 k.o.	1.92259	0.751725	-1.35478	0.000800238
AT2G19900.1	ATNADP-ME1	Arabidopsis thaliana NADP-malic enzyme 1	NADP-malic enzyme 1	GFP-BRC1	brc1 k.o.	1.26628	0.495151	-1.35466	0.000421383
AT3G05345.1			Chaperone DnaJ-domain superfamily protein	GFP-BRC1	brc1 k.o.	25.0767	9.81295	-1.35359	0.000421383
AT1G20440.1	AtCOR47		cold-regulated 47	GFP-BRC1	brc1 k.o.	1172.88	459.372	-1.35233	0.000421383
AT3G18490.1	ASPG1	ASPARTIC PROTEASE IN GUARD CELL 1	Eukaryotic aspartyl protease family protein	GFP-BRC1	brc1 k.o.	151.428	59.3516	-1.35128	0.000421383
AT3G09760.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	21.6355	8.53801	-1.34143	0.000421383
AT2G42540.3	COR15		cold-regulated 15a	GFP-BRC1	brc1 k.o.	181.9683333	72.02343333	-1.337149131	0.000421383
AT5G49700.1			Predicted AT-hook DNA-binding family protein	GFP-BRC1	brc1 k.o.	21.6914	8.59985	-1.33474	0.000421383
AT1G68620.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	4.70444	1.87889	-1.32414	0.000421383
AT3G63430.1	TRM5	TON1 Recruiting Motif 5		GFP-BRC1	brc1 k.o.	4.88588	1.95704	-1.31995	0.000421383
AT5G52340.1	ATEXO70A2	exocyst subunit exo70 family protein A2	exocyst subunit exo70 family protein A2	GFP-BRC1	brc1 k.o.	0.892995	0.358365	-1.31722	0.000421383
AT1G10370.1	ATGSTU17	GLUTATHIONE S-TRANSFERASE TAU 17	Glutathione S-transferase family protein	GFP-BRC1	brc1 k.o.	116.346	46.7458	-1.31551	0.000421383
AT1G46480.1	WOX4	WUSCHEL related homeobox 4	WUSCHEL related homeobox 4	GFP-BRC1	brc1 k.o.	16.4229	6.60045	-1.31507	0.000421383
AT1G35430.1				GFP-BRC1	brc1 k.o.	24.1648	9.72257	-1.3135	0.000421383
AT5G41400.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	25.9201	10.4694	-1.30789	0.000421383
AT5G17030.1	UGT78D3	UDP-glucosyl transferase 78D3	UDP-glucosyl transferase 78D3	GFP-BRC1	brc1 k.o.	1.43151	0.57848	-1.3072	0.000421383
AT5G24990.1			Protein of unknown function (DUF1336)	GFP-BRC1	brc1 k.o.	8.73281	3.53949	-1.3029	0.000421383
AT5G10100.2	TPPI	trehalose-6-phosphate phosphatase I	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	GFP-BRC1	brc1 k.o.	5.60694	2.27368	-1.302184409	0.000421383
AT2G22800.1	HAT9		Homeobox-leucine zipper protein family	GFP-BRC1	brc1 k.o.	9.73563	3.95637	-1.2991	0.000421383
AT2G47180.1	AtGolS1	galactinol synthase 1	galactinol synthase 1	GFP-BRC1	brc1 k.o.	8.49596	3.45346	-1.29873	0.000421383
AT5G04781.1				GFP-BRC1	brc1 k.o.	3.69404	1.50327	-1.29709	0.000421383
AT5G24380.1	ATYSL2	YELLOW STRIPE LIKE 2	YELLOW STRIPE like 2	GFP-BRC1	brc1 k.o.	28.2348	11.493	-1.29672	0.000421383
AT3G58070.1	GIS	GLABROUS INFLORESCENCE STEMS	C2H2 and C2HC zinc fingers superfamily protein	GFP-BRC1	brc1 k.o.	1.79175	0.73005	-1.2953	0.000800238
AT5G61820.1				GFP-BRC1	brc1 k.o.	242.493	98.8292	-1.29493	0.000421383
AT4G25480.1	ATCBF3		dehydration response element B1A	GFP-BRC1	brc1 k.o.	1.70243	0.69587	-1.2907	0.00306362
AT1G52650.1			F-box/RNI-like superfamily protein	GFP-BRC1	brc1 k.o.	1.58572	0.648481	-1.29	0.000421383
AT2G04350.1	LACS8	long-chain acyl-CoA synthetase 8	AMP-dependent synthetase and ligase family protein	GFP-BRC1	brc1 k.o.	16.71045	6.847915	-1.287013885	0.000421383
AT3G17611.1	ATRBL10	RHOMBOID-like protein 10	RHOMBOID-like protein 14	GFP-BRC1	brc1 k.o.	4.781153333	1.96076	-1.285945716	0.000421383
AT4G23500.1			Pectin lyase-like superfamily protein	GFP-BRC1	brc1 k.o.	29.906	12.2673	-1.28561	0.000421383
AT5G19875.1				GFP-BRC1	brc1 k.o.	15.5321	6.3811	-1.28338	0.000421383
AT2G46680.2	ATHB-7	homeobox 7	homeobox 7	GFP-BRC1	brc1 k.o.	16.6276	6.854295	-1.278499757	0.000421383
AT1G26930.1			Galactose oxidase/kelch repeat superfamily protein	GFP-BRC1	brc1 k.o.	26.8395	11.0833	-1.27597	0.000421383
AT3G15670.1			Late embryogenesis abundant protein (LEA) family protein	GFP-BRC1	brc1 k.o.	1.49087	0.616589	-1.27378	0.00560331
AT1G69540.1	AGL94	AGAMOUS-like 94	AGAMOUS-like 94	GFP-BRC1	brc1 k.o.	0.986548	0.408065	-1.27359	0.00534253
AT5G53290.1	CRF3	cytokinin response factor 3	cytokinin response factor 3	GFP-BRC1	brc1 k.o.	16.2529	6.74407	-1.26901	0.000421383
AT4G27460.1	CBSX5	CBS domain containing protein 5	Cystathionine beta-synthase (CBS) family protein	GFP-BRC1	brc1 k.o.	1.927	0.801575	-1.26545	0.000421383
AT3G15250.1				GFP-BRC1	brc1 k.o.	1.92342	0.800505	-1.26469	0.00364449
AT1G64620.1			Dof-type zinc finger DNA-binding family protein	GFP-BRC1	brc1 k.o.	7.08639	2.96186	-1.25855	0.000421383
AT2G39450.1	ATMTP11		Cation efflux family protein	GFP-BRC1	brc1 k.o.	61.4185	25.7463	-1.25431	0.000421383
AT5G17300.1	RVE1	REVEILLE 1	Homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	4.96416	2.08359	-1.25248	0.000421383
AT1G72770.3	AtHAB1		homology to ABI1	GFP-BRC1	brc1 k.o.	5.920826667	2.486333333	-1.251778893	0.000421383
AT1G01390.1			UDP-Glycosyltransferase superfamily protein	GFP-BRC1	brc1 k.o.	3.20922	1.34846	-1.25091	0.000421383
AT5G25810.1	tny	TINY	Integrase-type DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	30.6317	12.8854	-1.24928	0.000421383
AT4G33040.1			Thioredoxin superfamily protein	GFP-BRC1	brc1 k.o.	12.1853	5.13274	-1.24734	0.000421383
AT5G67140.1			F-box/RNI-like superfamily protein	GFP-BRC1	brc1 k.o.	4.21856	1.77751	-1.24689	0.000421383
AT2G38340.1	DREB19	dehydration response element-binding protein 19	Integrase-type DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	3.02856	1.27641	-1.24654	0.000800238
AT3G62730.1				GFP-BRC1	brc1 k.o.	1.29901	0.549239	-1.2419	0.00422758
AT5G01880.1	DAFL2	DAF-Like gene 2	RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	6.25369	2.64875	-1.23939	0.000421383
AT2G43240.1			Nucleotide-sugar transporter family protein	GFP-BRC1	brc1 k.o.	11.51355	4.879315	-1.238582202	0.000421383
AT2G46670.1			CCT motif family protein	GFP-BRC1	brc1 k.o.	1.87219	0.794511	-1.23658	0.00978178
AT4G34588.1	CPuORF2	conserved peptide upstream open reading frame 2	conserved peptide upstream open reading frame 2	GFP-BRC1	brc1 k.o.	53.2935	22.695	-1.23159	0.000421383
AT5G14570.1	ATNRT2.7	high affinity nitrate transporter 2.7	high affinity nitrate transporter 2.7	GFP-BRC1	brc1 k.o.	27.5651	11.7501	-1.23016	0.000421383
AT3G17110.1				GFP-BRC1	brc1 k.o.	11.6927	4.99572	-1.22684	0.000421383
AT4G34590.1	ATB2		G-box binding factor 6	GFP-BRC1	brc1 k.o.	53.5283	22.9481	-1.22192	0.000421383
AT3G11420.1			Protein of unknown function (DUF604)	GFP-BRC1	brc1 k.o.	18.8717	8.11943	-1.21677	0.000421383
AT5G17850.1			Sodium/calcium exchanger family protein	GFP-BRC1	brc1 k.o.	7.56114	3.25369	-1.21653	0.000421383
AT1G20870.1			HSP20-like chaperones superfamily protein	GFP-BRC1	brc1 k.o.	3.44285	1.48305	-1.21504	0.000421383
AT1G71350.1			eukaryotic translation initiation factor SUI1 family protein	GFP-BRC1	brc1 k.o.	26.3938	11.414	-1.20939	0.000421383
AT3G21620.1			ERD (early-responsive to dehydration stress) family protein	GFP-BRC1	brc1 k.o.	0.726102	0.314247	-1.20827	0.0119796
AT5G42680.2			Protein of unknown function, DUF617	GFP-BRC1	brc1 k.o.	9.11232	3.944555	-1.207955858	0.000421383
AT3G55970.1	ATJRG21		jasmonate-regulated gene 21	GFP-BRC1	brc1 k.o.	0.548016	0.237308	-1.20746	0.0427254
AT4G35500.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	7.21974	3.134575	-1.203677034	0.000421383
AT1G71890.1	ATSUC5	SUCROSE-PROTON SYMPORTER 5	Major facilitator superfamily protein	GFP-BRC1	brc1 k.o.	1.42563	0.619251	-1.203	0.000421383
AT5G18290.1	SIP1		Aquaporin-like superfamily protein	GFP-BRC1	brc1 k.o.	7.193795	3.127105	-1.201925386	0.000421383
AT4G23050.1			PAS domain-containing protein tyrosine kinase family protein	GFP-BRC1	brc1 k.o.	11.4601	4.99381	-1.198406796	0.000421383
AT4G35780.1	STY17	serine/threonine/tyrosine kinase 17	ACT-like protein tyrosine kinase family protein	GFP-BRC1	brc1 k.o.	26.1856	11.4178	-1.19749	0.000421383
AT3G25870.1				GFP-BRC1	brc1 k.o.	13.659	5.9614	-1.19613	0.000421383
AT3G63450.1			RNA-binding (RRM/RBD/RNP motifs) family protein	GFP-BRC1	brc1 k.o.	3.831586667	1.673006667	-1.195498744	0.000421383
AT3G30120.1			pseudogene, similar to CTV.22, blastp match of 29% identity and 4.9e-74 P-value to GP|24461867|gb|AAN62354.1|AF506028_23|AF506028 CTV.22 {Poncirus trifoliata}	GFP-BRC1	brc1 k.o.	1.09836	0.480057	-1.19407	0.0225439
AT4G24972.1	TPD1	TAPETUM DETERMINANT 1	tapetum determinant 1	GFP-BRC1	brc1 k.o.	29.5506	12.9189	-1.19371	0.000421383
AT5G49990.1			Xanthine/uracil permease family protein	GFP-BRC1	brc1 k.o.	20.2871	8.86938	-1.19366	0.000421383
AT5G37550.1				GFP-BRC1	brc1 k.o.	5.53472	2.42016	-1.19341	0.000421383
AT2G39030.1	NATA1	N-acetyltransferase activity 1	Acyl-CoA N-acyltransferases (NAT) superfamily protein	GFP-BRC1	brc1 k.o.	3.94202	1.72682	-1.19082	0.00306362
AT1G17460.2	TRFL3	TRF-like 3	TRF-like 3	GFP-BRC1	brc1 k.o.	8.463735	3.714235	-1.18822936	0.000421383
AT4G33140.1			Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	GFP-BRC1	brc1 k.o.	21.8522	9.61874	-1.18386	0.000421383
